Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.3280          -17.118      -21.082        3.965   319.5
3.3290          -17.166      -21.082        3.916   315.6
3.3300          -17.080      -21.070        3.990   321.5
3.3310          -17.037      -21.057        4.020   324.0
3.3320          -16.957      -21.031        4.074   328.3
3.3330          -17.059      -20.998        3.940   317.5
3.3340          -17.020      -20.972        3.952   318.5
3.3350          -17.048      -20.951        3.904   314.6
3.3360          -17.100      -20.933        3.833   308.9
3.3370          -17.076      -20.943        3.867   311.6
3.3380          -17.134      -20.960        3.826   308.3
3.3390          -17.145      -20.967        3.821   308.0
3.3400          -17.248      -20.994        3.746   301.9
3.3410          -17.323      -21.027        3.704   298.5
3.3420          -17.300      -21.044        3.744   301.7
3.3430          -17.379      -21.048        3.668   295.6
3.3440          -17.351      -21.039        3.688   297.2
3.3450          -17.394      -21.027        3.633   292.8
3.3460          -17.414      -21.016        3.602   290.3
3.3470          -17.501      -21.011        3.510   282.9
3.3480          -17.427      -21.014        3.587   289.1
3.3490          -17.545      -21.017        3.471   279.7
3.3500          -17.585      -21.018        3.432   276.6
3.3510          -17.657      -21.009        3.353   270.2
3.3520          -17.736      -20.999        3.263   263.0
3.3530          -17.745      -21.008        3.263   262.9
3.3540          -17.745      -21.012        3.267   263.3
3.3550          -17.710      -21.002        3.292   265.3
3.3560          -17.743      -21.009        3.266   263.2
3.3570          -17.744      -21.042        3.298   265.8
3.3580          -17.738      -21.048        3.310   266.7
3.3590          -17.795      -21.067        3.272   263.7
3.3600          -17.885      -21.095        3.210   258.7
3.3610          -17.903      -21.113        3.210   258.7
3.3620          -17.968      -21.122        3.154   254.2
3.3630          -17.924      -21.128        3.204   258.2
3.3640          -17.903      -21.144        3.241   261.2
3.3650          -17.980      -21.176        3.196   257.6
3.3660          -17.996      -21.185        3.188   256.9
3.3670          -18.023      -21.189        3.166   255.1
3.3680          -18.004      -21.211        3.207   258.4
3.3690          -17.928      -21.247        3.319   267.5
3.3700          -17.892      -21.283        3.392   273.3
3.3710          -17.887      -21.308        3.421   275.7
3.3720          -17.915      -21.333        3.417   275.4
3.3730          -17.869      -21.343        3.474   279.9
3.3740          -17.912      -21.345        3.433   276.7
3.3750          -17.924      -21.353        3.429   276.3
3.3760          -17.968      -21.363        3.395   273.6
3.3770          -18.043      -21.368        3.325   267.9
3.3780          -18.047      -21.383        3.336   268.8
3.3790          -18.162      -21.411        3.248   261.8
3.3800          -18.176      -21.427        3.251   262.0
3.3810          -18.274      -21.454        3.180   256.2
3.3820          -18.296      -21.480        3.184   256.6
3.3830          -18.236      -21.510        3.274   263.8
3.3840          -18.179      -21.537        3.357   270.6
3.3850          -18.186      -21.577        3.391   273.3
3.3860          -18.155      -21.639        3.483   280.7
3.3870          -18.138      -21.693        3.555   286.5
3.3880          -18.312      -21.765        3.453   278.3
3.3890          -18.356      -21.790        3.434   276.7
3.3900          -18.309      -21.817        3.508   282.7
3.3910          -18.266      -21.839        3.573   288.0
3.3920          -18.169      -21.835        3.667   295.5
3.3930          -18.191      -21.837        3.646   293.8
3.3940          -18.251      -21.826        3.574   288.0
3.3950          -18.152      -21.806        3.654   294.5
3.3960          -18.102      -21.767        3.665   295.3
3.3970          -18.103      -21.735        3.633   292.7
3.3980          -18.088      -21.702        3.614   291.2
3.3990          -18.160      -21.669        3.509   282.8
3.4000          -18.171      -21.626        3.455   278.4
3.4010          -18.168      -21.570        3.402   274.2
3.4020          -18.335      -21.519        3.184   256.6
3.4030          -18.323      -21.471        3.147   253.6
3.4040          -18.411      -21.413        3.002   241.9
3.4050          -18.477      -21.387        2.909   234.4
3.4060          -18.432      -21.353        2.921   235.4
3.4070          -18.433      -21.322        2.889   232.8
3.4080          -18.491      -21.310        2.819   227.2
3.4090          -18.497      -21.305        2.807   226.2
3.4100          -18.489      -21.294        2.806   226.1
3.4110          -18.596      -21.289        2.693   217.0
3.4120          -18.691      -21.287        2.596   209.2
3.4130          -18.789      -21.285        2.495   201.1
3.4140          -18.710      -21.278        2.568   206.9
3.4150          -18.726      -21.304        2.578   207.7
3.4160          -18.730      -21.343        2.613   210.6
3.4170          -18.770      -21.386        2.616   210.8
3.4180          -18.953      -21.458        2.505   201.9
3.4190          -18.855      -21.512        2.657   214.1
3.4200          -18.794      -21.590        2.796   225.3
3.4210          -18.766      -21.686        2.920   235.3
3.4220          -18.629      -21.789        3.161   254.7
3.4230          -18.636      -21.885        3.249   261.8
3.4240          -18.622      -21.935        3.313   267.0
3.4250          -18.663      -21.997        3.334   268.7
3.4260          -18.557      -22.065        3.507   282.6
3.4270          -18.587      -22.105        3.518   283.5
3.4280          -18.619      -22.126        3.507   282.6
3.4290          -18.526      -22.146        3.620   291.7
3.4300          -18.532      -22.147        3.616   291.4
3.4310          -18.425      -22.134        3.708   298.8
3.4320          -18.397      -22.088        3.691   297.4
3.4330          -18.377      -22.047        3.670   295.7
3.4340          -18.452      -22.007        3.555   286.5
3.4350          -18.499      -21.974        3.475   280.1
3.4360          -18.612      -21.936        3.324   267.9
3.4370          -18.587      -21.897        3.310   266.7
3.4380          -18.617      -21.861        3.244   261.4
3.4390          -18.499      -21.834        3.335   268.7
3.4400          -18.466      -21.819        3.353   270.2
3.4410          -18.437      -21.799        3.363   271.0
3.4420          -18.332      -21.786        3.454   278.3
3.4430          -18.253      -21.786        3.533   284.7
3.4440          -18.252      -21.792        3.540   285.3
3.4450          -18.260      -21.800        3.539   285.2
3.4460          -18.140      -21.831        3.691   297.4
3.4470          -18.234      -21.877        3.643   293.6
3.4480          -18.237      -21.898        3.661   295.0
3.4490          -18.185      -21.902        3.717   299.5
3.4500          -18.130      -21.897        3.767   303.6
3.4510          -18.155      -21.895        3.741   301.5
3.4520          -18.258      -21.886        3.628   292.4
3.4530          -18.287      -21.860        3.573   288.0
3.4540          -18.223      -21.822        3.600   290.1
3.4550          -18.123      -21.768        3.645   293.7
3.4560          -18.162      -21.725        3.563   287.2
3.4570          -18.115      -21.683        3.568   287.6
3.4580          -18.158      -21.644        3.486   280.9
3.4590          -18.083      -21.635        3.551   286.2
3.4600          -18.170      -21.622        3.452   278.2
3.4610          -18.241      -21.612        3.372   271.7
3.4620          -18.217      -21.612        3.395   273.6
3.4630          -18.144      -21.631        3.488   281.1
3.4640          -18.248      -21.652        3.403   274.3
3.4650          -18.224      -21.659        3.435   276.9
3.4660          -18.176      -21.668        3.493   281.5
3.4670          -18.087      -21.698        3.611   291.0
3.4680          -18.064      -21.724        3.660   294.9
3.4690          -18.111      -21.726        3.616   291.4
3.4700          -18.059      -21.727        3.668   295.6
3.4710          -18.047      -21.738        3.691   297.5
3.4720          -18.139      -21.733        3.593   289.6
3.4730          -17.997      -21.712        3.716   299.4
3.4740          -18.027      -21.706        3.679   296.4
3.4750          -18.036      -21.682        3.646   293.8
3.4760          -17.976      -21.665        3.690   297.3
3.4770          -17.981      -21.621        3.640   293.3
3.4780          -17.948      -21.568        3.620   291.8
3.4790          -17.962      -21.521        3.559   286.8
3.4800          -17.948      -21.472        3.524   284.0
3.4810          -17.913      -21.430        3.516   283.4
3.4820          -17.918      -21.379        3.461   278.9
3.4830          -17.875      -21.352        3.477   280.2
3.4840          -17.736      -21.322        3.586   289.0
3.4850          -17.702      -21.281        3.579   288.4
3.4860          -17.805      -21.261        3.456   278.5
3.4870          -17.745      -21.256        3.511   282.9
3.4880          -17.766      -21.253        3.487   281.0
3.4890          -17.724      -21.258        3.534   284.8
3.4900          -17.861      -21.275        3.414   275.2
3.4910          -17.810      -21.292        3.482   280.6
3.4920          -17.713      -21.300        3.587   289.1
3.4930          -17.821      -21.329        3.509   282.7
3.4940          -17.805      -21.358        3.553   286.3
3.4950          -17.831      -21.378        3.547   285.9
3.4960          -17.966      -21.394        3.427   276.2
